account_id,account_name,industry,country,signup_date,referral_source,plan_tier,seats,is_trial,churn_flag,signup_cohort_m,signup_cohort_q,total_mrr,avg_mrr,max_mrr,sub_count,avg_tenure,any_upgrade,any_downgrade,pct_trial,ticket_count,avg_resolution_hrs,avg_satisfaction,escalation_count,avg_first_response_min,total_usage_events,total_usage_count,avg_duration_min,total_errors,features_used,beta_usage_pct,churn_int
A-eb7fac,Company_28,DevTools,US,2023-10-28,organic,Enterprise,7,0,0,2023-10,2023Q4,42096,4209.6,27064,10,184.7,0,0,0.0,4.0,34.0,4.0,0.0,126.5,53,538,58.40534591194969,44,27,0.1132075471698113,0
A-b20d99,Company_29,HealthTech,IN,2023-09-27,other,Basic,20,0,0,2023-09,2023Q3,11069,1581.2857142857142,3980,7,204.14285714285717,1,0,0.0,2.0,61.5,3.5,0.0,27.0,33,329,53.13838383838384,12,22,0.1515151515151515,0
A-396e5f,Company_30,Cybersecurity,CA,2024-10-02,other,Enterprise,2,0,0,2024-10,2024Q4,10236,1023.6,2597,10,62.0,1,1,0.1,5.0,24.8,4.0,1.0,102.8,55,540,53.15969696969697,23,29,0.0909090909090909,0
A-45ce7a,Company_31,FinTech,US,2023-07-23,ads,Enterprise,16,0,0,2023-07,2023Q3,8216,1173.7142857142858,3184,7,222.42857142857144,1,1,0.1428571428571428,5.0,45.4,3.6666666666666665,0.0,91.8,39,424,53.40940170940171,30,21,0.0512820512820512,0
A-08e34e,Company_32,EdTech,US,2024-06-27,event,Basic,14,0,1,2024-06,2024Q2,21821,1983.7272727272727,5970,11,98.9090909090909,0,0,0.1818181818181818,3.0,43.0,3.0,0.0,84.0,63,651,49.4521164021164,32,34,0.1111111111111111,1
A-8145a0,Company_33,Cybersecurity,AU,2023-04-25,partner,Basic,2,1,0,2023-04,2023Q2,17260,1438.3333333333333,4975,12,283.0833333333333,1,0,0.0833333333333333,6.0,23.666666666666668,4.0,0.0,90.16666666666669,64,693,52.12942708333333,27,32,0.078125,0
A-bad8c1,Company_34,FinTech,AU,2023-03-01,organic,Basic,7,0,0,2023-03,2023Q1,7797,1113.857142857143,2646,7,379.0,1,0,0.2857142857142857,1.0,27.0,4.0,0.0,49.0,37,385,56.61036036036037,11,29,0.1621621621621621,0
A-44dc83,Company_35,EdTech,FR,2024-05-12,other,Basic,5,0,0,2024-05,2024Q2,456,114.0,456,4,108.0,0,0,0.75,7.0,40.85714285714285,4.6,0.0,76.14285714285714,24,248,56.33263888888889,13,16,0.125,0
A-f446b6,Company_36,DevTools,DE,2023-05-12,ads,Pro,5,1,0,2023-05,2023Q2,11392,1265.7777777777778,3582,9,291.22222222222223,0,0,0.0,8.0,30.75,4.25,1.0,82.5,39,376,54.49358974358975,31,27,0.0769230769230769,0
A-a45270,Company_37,HealthTech,US,2024-06-24,ads,Enterprise,3,0,0,2024-06,2024Q2,20131,1677.5833333333333,4975,12,100.58333333333331,1,1,0.1666666666666666,4.0,64.0,4.0,0.0,110.0,71,733,52.24929577464789,53,35,0.056338028169014,0
A-854864,Company_38,FinTech,IN,2024-12-07,event,Enterprise,20,0,0,2024-12,2024Q4,14759,2459.833333333333,4459,6,9.833333333333334,0,0,0.0,5.0,44.2,4.8,0.0,100.8,24,248,51.05347222222222,10,17,0.1666666666666666,0
A-1b7577,Company_39,Cybersecurity,US,2024-10-27,other,Pro,4,0,0,2024-10,2024Q4,8771,797.3636363636364,2009,11,28.90909090909091,0,1,0.0909090909090909,5.0,27.2,4.0,0.0,109.4,62,647,52.58010752688172,33,33,0.064516129032258,0
A-05f0e5,Company_40,FinTech,US,2023-05-04,partner,Basic,32,0,0,2023-05,2023Q2,51109,4259.083333333333,18308,12,283.6666666666667,1,0,0.0,4.0,20.0,4.0,0.0,108.5,67,706,51.52139303482587,46,32,0.1343283582089552,0
A-9077b0,Company_41,HealthTech,US,2024-08-25,ads,Basic,2,0,0,2024-08,2024Q3,3565,509.2857142857143,2786,7,38.285714285714285,1,0,0.4285714285714285,3.0,40.333333333333336,4.333333333333333,0.0,136.33333333333334,46,493,53.00760869565217,31,26,0.108695652173913,0
A-7f8241,Company_42,EdTech,US,2023-03-14,organic,Pro,34,0,1,2023-03,2023Q1,39516,2634.4,7164,15,387.8666666666667,1,0,0.0666666666666666,1.0,36.0,3.0,0.0,135.0,77,734,49.17445887445888,38,34,0.0649350649350649,1
A-2bc93d,Company_43,HealthTech,US,2023-03-14,event,Basic,14,0,0,2023-03,2023Q1,32394,2491.846153846154,7960,13,273.46153846153845,1,0,0.0769230769230769,2.0,12.0,4.5,0.0,78.0,67,666,53.66542288557214,31,33,0.0746268656716417,0
A-f3ff05,Company_44,FinTech,IN,2024-07-06,other,Enterprise,2,0,0,2024-07,2024Q3,19465,1497.3076923076924,9552,13,84.61538461538461,1,0,0.0769230769230769,3.0,42.66666666666666,3.5,0.0,111.33333333333331,66,672,53.11287878787879,36,28,0.0606060606060606,0
A-2d4502,Company_45,FinTech,IN,2024-04-29,event,Basic,7,0,0,2024-04,2024Q2,29071,2907.1,8159,10,109.1,1,0,0.1,3.0,26.33333333333333,5.0,0.0,82.0,47,465,45.38900709219858,19,29,0.1489361702127659,0
A-6a4e2d,Company_46,EdTech,UK,2023-04-07,partner,Pro,9,0,0,2023-04,2023Q2,10394,944.9090909090908,4378,11,345.90909090909093,1,1,0.0909090909090909,2.0,18.5,4.5,1.0,141.0,59,597,48.80338983050848,31,27,0.0508474576271186,0
A-eb7c38,Company_47,DevTools,AU,2024-02-25,organic,Enterprise,5,0,0,2024-02,2024Q1,38210,2547.333333333333,17910,15,125.06666666666666,1,1,0.2666666666666666,5.0,22.4,4.333333333333333,0.0,67.4,70,693,48.55857142857143,27,33,0.0857142857142857,0
A-c37601,Company_48,EdTech,US,2024-10-31,partner,Basic,6,1,0,2024-10,2024Q4,20475,1706.25,10746,12,23.33333333333333,0,0,0.25,4.0,42.25,3.6666666666666665,0.0,83.0,48,489,45.77604166666666,21,28,0.0625,0
A-3b5cd1,Company_49,FinTech,US,2023-09-12,event,Basic,13,1,0,2023-09,2023Q3,23676,1821.2307692307693,6368,13,284.0,1,1,0.1538461538461538,5.0,27.4,4.0,0.0,46.6,52,523,57.03782051282052,24,27,0.0961538461538461,0
A-b2225d,Company_50,FinTech,US,2024-03-08,ads,Basic,47,0,1,2024-03,2024Q1,19088,1590.6666666666667,9353,12,140.91666666666666,1,1,0.4166666666666667,2.0,42.0,3.0,0.0,38.0,73,696,54.03949771689498,60,34,0.0684931506849315,1
A-94f8c9,Company_51,HealthTech,US,2024-03-29,other,Basic,13,0,0,2024-03,2024Q1,31989,1999.3125,7164,16,113.8125,1,1,0.1875,3.0,47.333333333333336,5.0,0.0,87.66666666666667,77,746,44.18268398268398,63,33,0.0909090909090909,0
A-02fac6,Company_52,FinTech,US,2023-04-06,event,Pro,22,0,0,2023-04,2023Q2,26410,2400.909090909091,4577,11,214.1818181818182,1,0,0.0,6.0,23.33333333333333,4.0,0.0,100.5,53,514,53.41320754716981,34,32,0.0943396226415094,0
A-c1dfe1,Company_53,DevTools,DE,2023-08-07,ads,Pro,26,0,0,2023-08,2023Q3,25790,3223.75,8159,8,230.25,1,1,0.0,3.0,50.333333333333336,4.0,0.0,93.66666666666669,39,375,54.56709401709402,30,24,0.1025641025641025,0
A-32728c,Company_54,DevTools,US,2023-01-03,event,Pro,20,0,1,2023-01,2023Q1,4498,562.25,980,8,370.0,1,0,0.25,2.0,34.5,3.5,0.0,61.5,41,418,46.880081300813,22,26,0.1463414634146341,1
A-4c38bc,Company_55,HealthTech,UK,2024-03-09,event,Basic,36,0,1,2024-03,2024Q1,48060,3003.75,7164,16,166.0625,1,0,0.0625,3.0,48.333333333333336,3.5,0.0,43.0,81,818,55.83497942386831,27,37,0.1234567901234567,1
A-1b707d,Company_56,Cybersecurity,US,2023-07-14,organic,Enterprise,1,0,0,2023-07,2023Q3,9332,1166.5,3781,8,203.375,1,0,0.125,3.0,42.66666666666666,,0.0,75.33333333333333,38,399,48.44561403508772,12,27,0.0789473684210526,0
A-6f8ad2,Company_57,EdTech,IN,2024-07-09,organic,Basic,1,0,0,2024-07,2024Q3,25928,1525.1764705882354,6965,17,86.0,1,1,0.1176470588235294,4.0,35.25,4.333333333333333,0.0,37.25,88,924,49.52443181818182,59,38,0.1477272727272727,0
A-4d1e75,Company_58,DevTools,US,2024-08-21,other,Basic,20,0,0,2024-08,2024Q3,31390,2414.6153846153848,12338,13,69.61538461538461,1,1,0.1538461538461538,2.0,15.0,4.0,0.0,98.5,51,477,48.40065359477124,25,28,0.0980392156862745,0
A-9ee962,Company_59,HealthTech,US,2023-02-28,ads,Basic,9,0,1,2023-02,2023Q1,9420,1046.6666666666667,5771,9,309.0,1,1,0.2222222222222222,3.0,37.0,4.0,0.0,69.66666666666667,39,439,51.37863247863248,17,25,0.0769230769230769,1
A-378b99,Company_60,EdTech,UK,2024-09-01,ads,Pro,8,1,0,2024-09,2024Q3,12116,1009.6666666666666,3184,12,65.41666666666667,1,1,0.1666666666666666,6.0,28.5,4.5,0.0,78.83333333333333,58,565,53.88649425287356,38,33,0.0862068965517241,0
A-94d3da,Company_61,HealthTech,US,2023-05-03,other,Basic,41,0,0,2023-05,2023Q2,22673,1889.4166666666667,8159,12,329.0,1,0,0.4166666666666667,6.0,26.83333333333333,3.5,0.0,80.5,48,464,52.10104166666667,25,29,0.1041666666666666,0
A-e351e1,Company_62,EdTech,US,2024-09-26,other,Enterprise,33,0,0,2024-09,2024Q3,3498,699.6,1617,5,66.8,0,0,0.2,4.0,17.0,3.75,0.0,65.25,29,295,58.88045977011494,22,18,0.1034482758620689,0
A-9badbd,Company_63,Cybersecurity,DE,2024-06-19,ads,Enterprise,5,1,0,2024-06,2024Q2,32477,2498.230769230769,11741,13,88.3076923076923,0,0,0.1538461538461538,5.0,30.2,5.0,0.0,102.6,70,729,52.47190476190476,45,33,0.1142857142857142,0
A-7e0a10,Company_64,FinTech,US,2023-11-18,ads,Enterprise,46,0,0,2023-11,2023Q4,41116,4111.6,13930,10,281.7,1,0,0.0,5.0,39.4,4.0,0.0,62.6,50,511,57.720666666666666,35,34,0.1,0
A-118d55,Company_65,Cybersecurity,US,2024-10-22,organic,Basic,8,0,0,2024-10,2024Q4,23919,1993.25,7164,12,23.666666666666668,1,1,0.0,5.0,24.2,4.333333333333333,0.0,56.8,60,599,46.70638888888889,33,29,0.0833333333333333,0
A-526d93,Company_66,HealthTech,FR,2024-04-14,organic,Basic,43,0,0,2024-04,2024Q2,39201,4355.666666666667,9751,9,153.77777777777777,1,0,0.2222222222222222,5.0,51.4,3.5,1.0,134.6,56,565,47.38482142857144,45,28,0.0892857142857142,0
A-f92792,Company_67,FinTech,US,2024-07-04,ads,Pro,1,0,0,2024-07,2024Q3,18807,1343.357142857143,6965,14,86.64285714285714,1,1,0.2142857142857142,2.0,45.0,4.0,0.0,82.0,53,528,46.89433962264151,31,32,0.1132075471698113,0
A-84ebe4,Company_68,FinTech,US,2023-03-12,ads,Pro,18,1,1,2023-03,2023Q1,27994,2544.909090909091,8955,11,308.09090909090907,0,0,0.1818181818181818,4.0,29.5,4.0,0.0,135.5,42,396,49.06944444444444,26,27,0.1666666666666666,1
A-5b4ebb,Company_69,Cybersecurity,UK,2024-07-10,other,Basic,21,1,1,2024-07,2024Q3,27803,2138.692307692308,12537,13,82.46153846153847,1,0,0.0769230769230769,5.0,35.4,4.75,0.0,63.0,70,692,46.738095238095234,25,34,0.0857142857142857,1
A-2922b6,Company_70,HealthTech,US,2024-11-14,organic,Basic,15,0,0,2024-11,2024Q4,10669,1778.1666666666667,6965,6,15.333333333333334,1,0,0.0,2.0,15.5,4.0,0.0,103.0,37,393,52.80945945945946,13,27,0.054054054054054,0
A-9b9fe9,Company_71,EdTech,AU,2023-09-28,other,Basic,5,0,0,2023-09,2023Q3,19725,1643.75,9950,12,206.58333333333331,0,1,0.1666666666666666,4.0,33.5,4.0,0.0,156.5,58,597,56.52327586206896,22,30,0.0517241379310344,0
A-a8b49c,Company_72,Cybersecurity,UK,2023-10-06,partner,Basic,7,0,0,2023-10,2023Q4,11567,963.9166666666666,4378,12,277.8333333333333,1,0,0.1666666666666666,1.0,72.0,4.0,0.0,105.0,54,545,56.60462962962964,43,27,0.0185185185185185,0
A-9174e0,Company_73,Cybersecurity,US,2024-12-04,partner,Basic,37,0,0,2024-12,2024Q4,53976,3598.4,7363,15,13.8,1,0,0.1333333333333333,2.0,39.0,5.0,0.0,167.0,69,689,49.79178743961352,61,34,0.0869565217391304,0
A-a1bbb6,Company_74,DevTools,CA,2023-04-05,organic,Basic,1,0,0,2023-04,2023Q2,14402,1800.25,5572,8,401.75,0,0,0.125,3.0,17.666666666666668,4.0,0.0,120.66666666666669,37,366,53.362612612612615,20,23,0.1891891891891892,0
A-c45b23,Company_75,FinTech,UK,2023-12-08,partner,Basic,5,0,0,2023-12,2023Q4,8504,708.6666666666666,5174,12,187.5,0,0,0.25,3.0,36.66666666666666,3.0,0.0,51.66666666666666,59,581,51.14576271186441,30,32,0.1694915254237288,0
A-02cd81,Company_76,HealthTech,IN,2024-03-28,other,Basic,44,0,0,2024-03,2024Q1,32956,2354.0,8756,14,184.92857142857144,0,0,0.2142857142857142,3.0,17.333333333333332,4.5,1.0,84.66666666666667,72,684,50.76481481481481,28,31,0.0694444444444444,0
A-ee42db,Company_77,EdTech,DE,2023-04-25,ads,Enterprise,13,0,0,2023-04,2023Q2,11567,963.9166666666666,5635,12,329.5833333333333,1,1,0.3333333333333333,4.0,33.75,3.0,0.0,98.25,54,511,46.56666666666666,33,31,0.1111111111111111,0
A-432483,Company_78,Cybersecurity,US,2023-02-06,ads,Pro,4,0,0,2023-02,2023Q1,25813,2868.1111111111118,11940,9,280.55555555555554,1,0,0.1111111111111111,1.0,51.0,,0.0,128.0,45,451,56.0962962962963,28,25,0.0888888888888888,0
A-9208f0,Company_79,EdTech,US,2023-05-11,organic,Pro,1,0,1,2023-05,2023Q2,3511,438.875,2786,8,398.0,1,0,0.375,8.0,41.25,3.333333333333333,1.0,59.75,53,538,49.9059748427673,31,29,0.1132075471698113,1
A-98a59a,Company_80,FinTech,UK,2023-08-04,partner,Enterprise,56,0,0,2023-08,2023Q3,36456,3645.6,11144,10,280.2,1,1,0.1,3.0,37.333333333333336,4.5,0.0,74.0,44,455,47.13219696969697,21,27,0.1818181818181818,0
A-fe79a5,Company_81,HealthTech,IN,2024-02-21,ads,Basic,9,1,0,2024-02,2024Q1,13532,1353.2,4577,10,141.3,1,0,0.4,4.0,28.5,5.0,0.0,61.0,33,335,48.82424242424243,17,22,0.0606060606060606,0
A-726cfa,Company_82,DevTools,US,2023-07-01,partner,Pro,11,0,0,2023-07,2023Q3,34782,1830.6315789473683,7562,19,278.8421052631579,1,0,0.1052631578947368,3.0,35.666666666666664,4.0,0.0,128.33333333333334,98,993,47.95680272108843,45,40,0.1530612244897959,0
A-c43359,Company_83,FinTech,US,2024-11-16,organic,Pro,38,0,0,2024-11,2024Q4,12312,1539.0,7562,8,20.5,1,1,0.25,3.0,26.666666666666668,4.0,0.0,107.33333333333331,47,461,52.14574468085106,32,28,0.1063829787234042,0
A-271f46,Company_84,DevTools,US,2023-02-09,event,Pro,38,0,1,2023-02,2023Q1,19604,2450.5,9154,8,294.0,0,0,0.25,1.0,36.0,,0.0,79.0,38,373,50.2469298245614,16,25,0.0263157894736842,1
A-157070,Company_85,FinTech,US,2023-11-09,ads,Pro,16,0,0,2023-11,2023Q4,27506,1719.125,6965,16,162.9375,1,1,0.125,3.0,42.333333333333336,3.0,1.0,118.0,71,696,43.87981220657277,26,37,0.0985915492957746,0
A-40a557,Company_86,Cybersecurity,AU,2023-12-03,partner,Pro,16,1,0,2023-12,2023Q4,23324,2591.555555555556,10945,9,136.44444444444446,1,0,0.1111111111111111,7.0,30.571428571428573,3.6666666666666665,0.0,94.71428571428572,39,402,48.81068376068376,17,25,0.0769230769230769,0
A-66224b,Company_87,HealthTech,US,2024-10-18,other,Pro,92,1,0,2024-10,2024Q4,69184,5765.333333333333,18308,12,29.416666666666668,0,0,0.3333333333333333,6.0,39.833333333333336,3.5,0.0,82.5,61,626,50.60901639344262,29,34,0.1639344262295081,0
A-91e948,Company_88,EdTech,AU,2023-01-29,partner,Basic,41,0,0,2023-01,2023Q1,21894,3127.714285714286,8159,7,329.2857142857143,1,0,0.1428571428571428,,,,,,40,404,48.025,16,23,0.0,0
A-104f1a,Company_89,Cybersecurity,US,2024-08-17,other,Pro,24,0,0,2024-08,2024Q3,12617,1577.125,6027,8,60.0,0,0,0.125,5.0,33.2,3.75,1.0,50.4,44,438,59.45037878787878,22,28,0.0454545454545454,0
A-7988d1,Company_90,Cybersecurity,US,2023-12-20,other,Basic,33,0,0,2023-12,2023Q4,10692,1188.0,6567,9,156.44444444444446,0,0,0.3333333333333333,3.0,35.333333333333336,4.333333333333333,0.0,65.33333333333333,46,449,50.09601449275362,28,31,0.1521739130434782,0
A-faa28c,Company_91,HealthTech,US,2024-01-30,organic,Enterprise,48,0,0,2024-01,2024Q1,58404,4171.714285714285,9552,14,195.0,1,0,0.2142857142857142,4.0,52.25,4.666666666666667,1.0,115.5,59,585,45.76468926553672,24,25,0.0847457627118644,0
A-f25509,Company_92,EdTech,US,2024-03-22,other,Enterprise,32,0,0,2024-03,2024Q1,16122,3224.4,6368,5,137.0,0,1,0.2,6.0,42.66666666666666,4.666666666666667,0.0,116.0,23,229,53.335507246376814,15,17,0.1304347826086956,0
A-3a7284,Company_93,FinTech,US,2024-11-17,organic,Enterprise,31,0,0,2024-11,2024Q4,35519,2959.9166666666665,7761,12,16.25,1,1,0.0833333333333333,3.0,56.333333333333336,3.5,0.0,104.33333333333331,60,609,53.211666666666666,30,33,0.15,0
A-3a5ad8,Company_94,HealthTech,US,2023-12-05,organic,Enterprise,9,1,0,2023-12,2023Q4,28701,2207.769230769231,13930,13,203.84615384615384,1,1,0.3076923076923077,4.0,44.75,4.5,0.0,53.5,52,506,40.98653846153847,23,27,0.1346153846153846,0
A-65a46c,Company_95,HealthTech,US,2023-11-04,event,Pro,1,0,0,2023-11,2023Q4,22675,2834.375,15522,8,200.25,1,0,0.125,8.0,45.125,4.0,0.0,91.125,38,370,50.53464912280702,21,24,0.1842105263157894,0
A-8b25f2,Company_96,Cybersecurity,US,2024-02-17,ads,Pro,6,0,1,2024-02,2024Q1,14048,1080.6153846153843,5572,13,134.07692307692307,1,1,0.1538461538461538,2.0,35.5,4.0,0.0,50.5,54,565,49.19567901234568,20,29,0.1111111111111111,1
A-fabe19,Company_97,DevTools,UK,2024-11-11,ads,Enterprise,1,0,0,2024-11,2024Q4,20497,2928.1428571428573,6368,7,18.714285714285715,1,0,0.2857142857142857,3.0,40.66666666666666,4.0,0.0,38.333333333333336,33,337,57.05353535353535,16,20,0.0303030303030303,0
A-adc1f3,Company_98,Cybersecurity,US,2024-08-05,organic,Pro,2,0,0,2024-08,2024Q3,26608,2956.4444444444443,9950,9,54.11111111111112,0,0,0.1111111111111111,3.0,47.333333333333336,3.5,0.0,65.0,36,334,55.61712962962963,26,24,0.1388888888888889,0
A-503d5a,Company_99,FinTech,US,2023-10-21,other,Enterprise,4,0,1,2023-10,2023Q4,17884,1490.3333333333333,11144,12,244.83333333333331,0,1,0.25,9.0,36.55555555555556,4.0,0.0,81.77777777777777,59,605,59.76412429378532,32,34,0.1016949152542373,1
A-fd7ad3,Company_100,Cybersecurity,US,2024-11-01,event,Enterprise,1,0,0,2024-11,2024Q4,3831,383.1,2388,10,38.9,1,0,0.3,8.0,48.75,4.166666666666667,1.0,98.125,56,567,51.177678571428565,42,31,0.1607142857142857,0
A-186a44,Company_101,HealthTech,US,2023-08-07,ads,Enterprise,20,0,0,2023-08,2023Q3,20989,1499.2142857142858,9353,14,155.85714285714286,1,1,0.3571428571428571,7.0,38.285714285714285,3.5,0.0,110.42857142857144,61,614,56.15819672131148,25,30,0.1147540983606557,0
